10	320	116	1112
10	320	132	1112
10	320	148	1112
10	320	164	1112

10	496	132	1111
10	496	148	1112
10	496	164	1112

10	544	100	1111
10	544	116	1112
10	544	132	1112

10	592	68	1111
10	592	84	1112
10	592	100	1112
10	592	116	1112
10	592	132	1112

10	624	148	1111
10	624	164	1112

#? BLOCK
7	176	116	0	
7	192	116	0	
7	224	68	0	
7	240	68	1	

7	432	86	0	

7	672	148	1	
7	720	116	0

7	1488	132	1

#GRASS TILES
10	16	164	400
10	32	164	406
10	48	164	406
10	64	164	406
10	80	164	404
10	96	164	405
10	112	164	406
10	128	164	401
10	16	148	400
10	32	148	404
10	48	148	405
10	64	148	406
10	80	148	401
10	96	148	406
10	112	148	404
10	128	148	403
10	16	132	402
10	32	132	405
10	48	132	401
10	64	132	402
10	80	132	403
10	96	132	402
10	112	132	403
10	32	116	402
10	48	116	403

10	832	148	402
10	848	148	405
10	864	148	406
10	880	148	406
10	896	148	406
10	912	148	406
10	928	148	406
10	944	148	401
10	960	148	402
10	976	148	405
10	992	148	406
10	1008	148	401
10	848	132	400
10	864	132	404
10	880	132	405
10	896	132	404
10	912	132	405
10	928	132	406
10	944	132	401
10	976	132	400
10	992	132	404
10	1008	132	403
10	848	116	402
10	864	116	403
10	880	116	402
10	896	116	405
10	912	116	401
10	928	116	402
10	944	116	403
10	976	116	402
10	992	116	403
10	896	100	402
10	912	100	403			

#BUSH
10	160	164	500	
10	176	164	500	
10	192	164	500

10	688	148	500
10	704	148	500
10	720	148	500
10	736	148	500
10	752	148	500
10	768	148	500

10	1056	148	500
10	1072	148	500
10	1200	164	500
10	1216	164	500
10	1232	164	500

10	1744	164	500
10	1760	164	500
10	1776	164	500

#CLOUD
10	112	52	803
10	128	52	804
10	144	52	804
10	160	52	805
10	112	36	800
10	128	36	801
10	144	36	801
10	160	36	802

10	320	36	803
10	336	36	804
10	352	36	805
10	320	20	800
10	336	20	801
10	352	20	802

10	656	52	803
10	672	52	804
10	688	52	805
10	656	36	800
10	672	36	801
10	688	36	802

10	736	84	803
10	752	84	804
10	768	84	804
10	784	84	804
10	800	84	805
10	736	68	800
10	752	68	801
10	768	68	801
10	784	68	801
10	800	68	802

#ENEMIES
#GOOMBA
2	224	164
2	400	164
2	864	148
2	832	148
#KOOPAS
12	608	116
#12	224	36
#FLYGOOMBA
13	896	148



#PLANT
11	376	141

